enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
1287,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,6,0
1602,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,4,,,1,75,1
18727,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,3,44,0
26685,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Funded Startup,1,8,0
20014,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,<1,Oct-49,Pvt Ltd,>4,57,0
20986,city_136,0.897,,No relevent experience,Full time course,Graduate,STEM,4,,,1,22,0
16558,city_104,0.924,,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,43,0
31200,city_149,0.689,Male,Has relevent experience,Part time course,Graduate,STEM,10,,,2,36,0
21113,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,1,184,1
25039,city_93,0.865,Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,25,1
29138,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,48,0
8266,city_30,0.698,,Has relevent experience,no_enrollment,High School,,8,<10,Early Stage Startup,1,166,0
14857,city_40,0.776,,Has relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,never,101,0
15250,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,4,5000-9999,Pvt Ltd,1,127,0
12771,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,2,<10,Funded Startup,2,46,0
17539,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,268,0
21093,city_91,0.691,Female,No relevent experience,,Graduate,STEM,<1,,,never,18,1
6428,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,Other,12,50-99,Funded Startup,1,11,0
6083,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,4,19,1
18349,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,Other,3,10000+,Pvt Ltd,2,13,1
13835,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,never,70,1
14951,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,24,0
25978,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Public Sector,2,45,1
25046,city_21,0.624,,Has relevent experience,,Graduate,STEM,<1,Oct-49,,,8,1
28426,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,19,0
22567,city_152,0.698,,Has relevent experience,Full time course,Graduate,STEM,11,Oct-49,Pvt Ltd,1,50,1
12693,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,1,92,0
19586,city_160,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,>20,,,1,33,1
6725,city_128,0.527,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,4,36,1
28472,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,124,0
33083,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,never,27,0
9329,city_97,0.925,Male,Has relevent experience,no_enrollment,High School,,11,<10,Pvt Ltd,>4,44,0
22167,city_103,0.92,Male,No relevent experience,Full time course,Masters,Humanities,8,50-99,Public Sector,3,174,0
6099,city_10,0.895,Male,No relevent experience,no_enrollment,High School,,5,50-99,NGO,2,62,0
6231,city_72,0.795,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,2,28,1
21183,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,68,0
29612,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,Oct-49,Pvt Ltd,1,8,1
32836,city_134,0.698,Male,No relevent experience,no_enrollment,,,>20,,,1,85,0
16367,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,44,0
9750,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,16,1
8452,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,50-99,Funded Startup,1,113,0
26673,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Oct-49,Pvt Ltd,1,12,0
4831,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,never,102,0
33203,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,40,0
26381,city_28,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,10,,,1,12,0
26520,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,204,0
6068,city_73,0.754,,Has relevent experience,Full time course,Graduate,STEM,4,50-99,,1,49,0
13759,city_67,0.855,Male,Has relevent experience,no_enrollment,High School,,7,5000-9999,Pvt Ltd,2,57,0
32003,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,16,100-500,Funded Startup,1,101,0
22395,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,,Public Sector,1,129,1
23676,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,,,>4,39,0
19432,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,21,1
18150,city_97,0.925,Male,Has relevent experience,no_enrollment,Primary School,,6,,,>4,28,0
26182,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,>4,17,0
26975,city_50,0.896,Male,No relevent experience,Full time course,High School,,4,,,never,89,0
31746,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,<1,,,1,44,1
21571,city_90,0.698,,No relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,70,0
9815,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Funded Startup,4,14,1
22389,city_103,0.92,Female,Has relevent experience,Full time course,Masters,STEM,10,1000-4999,Public Sector,1,20,1
12602,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,68,0
14133,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,50-99,Funded Startup,2,22,0
21020,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,134,0
826,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Other,1,182,0
27613,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,8,Oct-49,Pvt Ltd,4,156,0
11418,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,16,,,1,28,0
17058,city_36,0.893,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,45,1
32769,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,<10,Early Stage Startup,1,19,0
5735,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,2,170,0
33184,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,75,0
2363,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,302,1
12004,city_45,0.89,Male,No relevent experience,Part time course,Graduate,STEM,8,100-500,Funded Startup,2,108,0
1654,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,1,12,0
6476,city_1,0.847,Male,No relevent experience,Full time course,Graduate,STEM,11,,,3,194,0
11268,city_142,0.727,,Has relevent experience,Full time course,High School,,4,,,never,143,0
11818,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,never,88,0
19219,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,70,0
27480,city_104,0.924,Male,Has relevent experience,Full time course,Graduate,STEM,6,,,1,45,0
13427,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,8,1000-4999,Pvt Ltd,4,103,0
24903,city_21,0.624,,No relevent experience,Part time course,High School,,<1,,,never,50,0
32885,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Oct-49,Pvt Ltd,2,7,0
17622,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,136,1
23917,city_160,0.92,,No relevent experience,no_enrollment,Primary School,,3,,,never,48,0
15916,city_100,0.887,Male,Has relevent experience,no_enrollment,Phd,STEM,10,,,2,88,0
14151,city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,,1,69,1
8577,city_173,0.878,,Has relevent experience,Part time course,Masters,STEM,17,1000-4999,Pvt Ltd,1,102,0
11019,city_28,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,>4,161,0
25820,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,10000+,Pvt Ltd,1,145,1
29085,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,>4,41,1
5125,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,10,,,>4,31,1
12487,city_104,0.924,,Has relevent experience,no_enrollment,Graduate,Humanities,3,500-999,Pvt Ltd,2,3,0
22432,city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,>4,55,0
21414,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,,3,6,0
23517,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,4,,,never,21,0
8828,city_62,0.645,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,1,96,0
6843,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,,1,149,1
31248,city_67,0.855,,No relevent experience,Full time course,Masters,Business Degree,1,500-999,Pvt Ltd,never,11,0
16696,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Early Stage Startup,2,9,0
14097,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,1,51,0
22164,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,>4,113,0
26838,city_33,0.448,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,>4,74,0
7319,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,2,8,0
14317,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,2,22,0
8753,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,15,,,4,50,0
27888,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,70,0
14439,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,78,1
21118,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,11,<10,Funded Startup,2,53,0
14833,city_114,0.926,Male,No relevent experience,Full time course,Graduate,No Major,5,,,,28,0
10386,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,3,53,0
26314,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,4,1
29770,city_83,0.923,Female,No relevent experience,Full time course,Graduate,STEM,4,10000+,,1,206,0
18626,city_101,0.558,,No relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,1,124,0
29610,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,4,,,1,45,1
13297,city_143,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Funded Startup,3,28,0
28556,city_149,0.689,,No relevent experience,no_enrollment,Primary School,,2,,,2,46,0
17337,city_11,0.55,,No relevent experience,,Primary School,,1,,,never,48,0
27611,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,>4,22,0
28345,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Pvt Ltd,2,292,0
495,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,15,5000-9999,Pvt Ltd,1,31,0
22919,city_50,0.896,Male,Has relevent experience,no_enrollment,Masters,STEM,10,<10,Early Stage Startup,4,10,0
6323,city_150,0.698,,Has relevent experience,Full time course,,,3,1000-4999,,1,27,0
26155,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,17,1000-4999,Pvt Ltd,1,20,0
2848,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,4,0
4727,city_102,0.804,,No relevent experience,no_enrollment,,,2,,,never,42,0
23158,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,14,10000+,,2,94,0
11028,city_150,0.698,,Has relevent experience,Full time course,High School,,11,10000+,Public Sector,>4,15,1
58,city_21,0.624,Male,Has relevent experience,Full time course,High School,,3,,Pvt Ltd,never,53,1
27263,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,,1,54,0
17775,city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,5000-9999,NGO,>4,34,0
20583,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,3,50-99,Funded Startup,2,60,0
16846,city_103,0.92,,No relevent experience,no_enrollment,Graduate,Humanities,17,50-99,Pvt Ltd,>4,31,0
27708,city_94,0.698,Male,No relevent experience,Full time course,Graduate,STEM,5,5000-9999,,,24,1
29187,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,2,13,0
28997,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,19,5000-9999,Pvt Ltd,1,23,0
26435,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,,,never,32,0
16988,city_160,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,10,,Public Sector,1,48,0
3549,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,28,0
11600,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,3,Oct-49,Pvt Ltd,1,102,1
15675,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,102,0
6189,city_36,0.893,,No relevent experience,no_enrollment,Graduate,Business Degree,2,50-99,Pvt Ltd,1,110,0
3601,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,8,10000+,Pvt Ltd,2,8,0
10896,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,18,1
28159,city_61,0.913,Male,Has relevent experience,Part time course,Graduate,STEM,8,<10,Pvt Ltd,1,48,0
19707,city_41,0.827,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,20,0
5737,city_69,0.856,,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,,35,1
22622,city_100,0.887,,Has relevent experience,no_enrollment,High School,,4,<10,Pvt Ltd,4,12,0
13453,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,4,100,0
23914,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,>4,25,0
18069,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,31,0
3556,city_65,0.802,Male,No relevent experience,no_enrollment,Phd,STEM,18,100-500,Public Sector,>4,52,0
33265,city_114,0.926,Male,No relevent experience,Full time course,,,7,Oct-49,Pvt Ltd,1,45,0
10473,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,2,2,1
1722,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Public Sector,1,44,0
14400,city_70,0.698,,Has relevent experience,,,,3,,,1,17,1
22061,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,78,0
9481,city_103,0.92,,Has relevent experience,Full time course,Graduate,STEM,9,Oct-49,Pvt Ltd,4,12,0
10529,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,<10,Pvt Ltd,1,102,0
5096,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,30,0
19687,city_90,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,4,50,0
6737,city_71,0.884,,Has relevent experience,Part time course,Masters,STEM,10,100-500,,3,7,0
30203,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,22,0
563,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Early Stage Startup,1,9,0
24518,city_73,0.754,Other,Has relevent experience,Part time course,High School,,10,10000+,,1,22,0
7450,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,2,24,1
10738,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,1,5,0
18993,city_21,0.624,Male,No relevent experience,Full time course,High School,,5,50-99,Funded Startup,1,316,1
12766,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,NGO,3,136,0
3108,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,4,43,0
32815,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,>4,108,1
5744,city_67,0.855,Male,Has relevent experience,Part time course,High School,,10,1000-4999,Public Sector,1,43,0
21452,city_146,0.735,,No relevent experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,2,43,0
21160,city_13,0.827,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,77,1
11445,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,>20,,,>4,42,0
27793,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,82,1
9074,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,48,1
31286,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,2,47,1
13971,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Public Sector,2,42,0
19404,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,never,36,1
11092,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,39,0
11854,city_61,0.913,Male,No relevent experience,Full time course,Graduate,Humanities,1,<10,NGO,1,25,0
15715,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,69,0
25839,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Other,10,50-99,Pvt Ltd,1,47,0
1809,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,,,2,194,1
24925,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,>20,1000-4999,Public Sector,never,29,1
6896,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,18,,,>4,88,1
2953,city_73,0.754,,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,3,28,0
18797,city_71,0.884,,Has relevent experience,no_enrollment,Masters,Humanities,5,50-99,Pvt Ltd,1,32,0
24659,city_71,0.884,Male,No relevent experience,no_enrollment,,,3,,,never,106,0
19258,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Funded Startup,1,5,0
5079,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,3,86,0
14729,city_16,0.91,Female,No relevent experience,Full time course,High School,,2,,,1,5,0
31453,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,4,13,1
16516,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,2,94,1
2009,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,Humanities,15,1000-4999,Pvt Ltd,4,12,0
32628,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,,,1,87,1
7201,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,4,1000-4999,Pvt Ltd,1,102,0
8247,city_61,0.913,,No relevent experience,Full time course,High School,,6,,,never,22,0
17222,city_102,0.804,Male,Has relevent experience,no_enrollment,High School,,12,,Pvt Ltd,1,20,0
17552,city_105,0.794,,Has relevent experience,Full time course,,,<1,,,,18,0
26491,city_79,0.698,,No relevent experience,,,,2,,,,97,0
6780,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,3,77,1
26820,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,33,0
25451,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,134,0
5399,city_176,0.764,,Has relevent experience,no_enrollment,Masters,STEM,19,,,>4,4,0
6131,city_102,0.804,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,never,37,0
19534,city_71,0.884,Male,No relevent experience,no_enrollment,Masters,STEM,6,Oct-49,Pvt Ltd,3,6,0
7668,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,2,136,0
1637,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,3,,,1,29,1
28944,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,6,,,>4,64,0
13598,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,4,Oct-49,Pvt Ltd,2,52,0
32904,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,4,54,0
21551,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,1000-4999,Pvt Ltd,1,41,0
24179,city_21,0.624,Male,No relevent experience,Part time course,Phd,STEM,8,Oct-49,Pvt Ltd,4,34,0
1338,city_75,0.939,Male,Has relevent experience,no_enrollment,High School,,11,<10,Pvt Ltd,never,62,0
30368,city_128,0.527,Male,Has relevent experience,Full time course,High School,,5,,,never,3,0
13143,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,24,1
31032,city_114,0.926,Male,Has relevent experience,Part time course,Masters,Business Degree,>20,1000-4999,Pvt Ltd,3,1,0
8114,city_144,0.84,,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,>4,33,0
15415,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,53,0
18538,city_64,0.666,Male,Has relevent experience,no_enrollment,Masters,Humanities,4,Oct-49,NGO,1,12,0
22810,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,2,28,0
10857,city_11,0.55,,No relevent experience,Full time course,Graduate,STEM,1,,,1,101,1
21566,city_11,0.55,,Has relevent experience,Full time course,Graduate,STEM,1,Oct-49,Early Stage Startup,1,25,0
1469,city_159,0.843,,No relevent experience,Full time course,Graduate,STEM,4,,,,28,0
17466,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,<1,,,never,20,1
10836,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Humanities,3,100-500,Public Sector,1,28,0
4007,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,>4,119,0
2377,city_114,0.926,,No relevent experience,no_enrollment,Phd,STEM,7,500-999,NGO,never,46,0
10644,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,<1,50-99,Pvt Ltd,1,26,1
20317,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,47,0
16071,city_128,0.527,Male,Has relevent experience,Part time course,Graduate,STEM,7,500-999,Pvt Ltd,1,20,1
8215,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,3,20,0
20958,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,2,34,0
30707,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,314,0
4849,city_101,0.558,,No relevent experience,no_enrollment,High School,,8,,,1,94,1
25212,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,4,Oct-49,,never,52,1
20915,city_21,0.624,,No relevent experience,Full time course,High School,,2,,,never,302,0
26702,city_114,0.926,Other,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Funded Startup,1,86,0
27020,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,17,10000+,Pvt Ltd,>4,43,0
14702,city_11,0.55,,Has relevent experience,Full time course,Masters,STEM,1,50-99,Pvt Ltd,1,4,1
28739,city_16,0.91,Male,No relevent experience,Full time course,High School,,2,<10,Other,1,9,0
4006,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,,never,53,1
22084,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,9,,,never,13,0
27359,city_11,0.55,Male,Has relevent experience,Part time course,Masters,STEM,9,50-99,Pvt Ltd,3,10,1
28014,city_118,0.722,Male,Has relevent experience,Full time course,High School,,1,5000-9999,Public Sector,1,48,0
13840,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,166,0
25624,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,161,0
18627,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,Humanities,3,<10,Pvt Ltd,1,28,0
14965,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,,,,,70,0
27500,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,2,55,0
2838,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,1,73,0
21908,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,>4,146,0
15039,city_103,0.92,,Has relevent experience,Part time course,Masters,Arts,10,50-99,NGO,2,146,0
12726,city_114,0.926,Male,No relevent experience,Part time course,High School,,1,10000+,Other,1,152,0
12947,city_160,0.92,,No relevent experience,Full time course,High School,,1,,,1,96,1
21229,city_159,0.843,Male,No relevent experience,Full time course,Graduate,No Major,<1,,,never,23,1
7143,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,4,100-500,Pvt Ltd,1,17,0
17375,city_157,0.769,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,NGO,>4,35,1
24354,city_21,0.624,,Has relevent experience,no_enrollment,,,19,,,never,58,1
30569,city_141,0.763,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Oct-49,Pvt Ltd,2,50,0
27331,city_44,0.725,Male,No relevent experience,no_enrollment,Masters,STEM,8,,,2,10,1
4033,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,32,0
